transaction_id,reconciliation_status,matched_payout_id,reconciliation_date,last_reviewed,notes
TXN0020044,Reconciled,PO0049245,2025-11-23,2025-07-28,
TXN0020045,Partially Reconciled,,2024-08-06,,
TXN0020046,Reconciled,PO0092970,2024-08-09,2023-04-05,
TXN0020047,Reconciled,PO0051229,2023-07-16,,
TXN0020048,Reconciled,,2023-02-14,2025-01-08,
TXN0020049,Partially Reconciled,PO0087969,2023-03-18,,
TXN0020050,Reconciled,PO0075086,2023-11-04,2025-01-04,
TXN0020051,Reconciled,PO0068467,2024-06-08,2025-11-27,
TXN0020052,Partially Reconciled,,2025-09-02,2025-04-02,
TXN0020053,Reconciled,,2023-07-09,2025-09-07,
TXN0020054,Reconciled,PO0086559,2025-07-25,2024-02-27,
TXN0020055,Reconciled,,2024-09-24,2023-05-15,
TXN0020056,Unreconciled,,,,
TXN0020057,Partially Reconciled,PO0011385,2023-08-30,2024-03-01,
TXN0020058,Unreconciled,,,,Missing supporting documents
TXN0020059,Partially Reconciled,PO0007697,2023-03-30,2025-10-02,
TXN0020060,Partially Reconciled,PO0093067,2023-10-14,2023-09-15,
TXN0020061,Pending Reconciliation,,,,Pending bank confirmation
TXN0020062,Reconciled,PO0014141,2025-07-05,,
TXN0020063,Reconciled,,2025-03-17,2023-01-02,
TXN0020064,Reconciled,PO0089643,2024-04-09,2025-11-06,
TXN0020065,Partially Reconciled,PO0078997,2023-12-24,,
TXN0020066,Partially Reconciled,,2025-08-24,2023-08-23,
TXN0020067,Reconciled,,2025-08-06,2025-07-07,
TXN0020068,Reconciled,PO0021638,2023-12-22,2025-04-30,
TXN0020069,Reconciled,PO0036882,2023-08-22,2024-12-25,
TXN0020070,Partially Reconciled,,2023-10-17,,
TXN0020071,Reconciled,PO0078646,2025-03-13,2023-12-21,
TXN0020072,Reconciled,PO0024053,2023-07-18,2025-09-21,
TXN0020073,Reconciled,PO0053409,2024-05-18,2025-12-29,
TXN0020074,Pending Reconciliation,,,2023-08-14,
TXN0020075,Partially Reconciled,,2023-02-07,2025-10-30,
TXN0020076,Reconciled,PO0091157,2023-09-01,,
TXN0020077,Partially Reconciled,,2025-08-28,,
TXN0020078,Reconciled,PO0054493,2023-07-15,2024-12-06,
TXN0020079,Reconciled,,2024-06-28,2025-07-26,
TXN0020080,Unreconciled,,,,
TXN0020081,Unreconciled,,,2025-01-21,
TXN0020082,Partially Reconciled,PO0029296,2024-05-03,,
TXN0020083,Reconciled,,2023-06-19,2023-09-30,
TXN0020084,Reconciled,PO0053372,2024-07-14,,
TXN0020085,Partially Reconciled,PO0017965,2023-08-31,2023-01-27,
TXN0020086,Partially Reconciled,,2025-12-05,,
TXN0020087,Partially Reconciled,PO0035058,2023-09-25,2025-07-10,
TXN0020088,Reconciled,,2025-01-03,,
TXN0020089,Reconciled,PO0068605,2024-10-04,2024-11-17,
TXN0020090,Reconciled,,2023-01-20,2024-12-13,
TXN0020091,Partially Reconciled,PO0056441,2023-03-22,2023-02-02,
TXN0020092,Pending Reconciliation,,,2024-08-02,
TXN0020093,Pending Reconciliation,,,2024-07-24,
TXN0020094,Partially Reconciled,,2025-03-31,2024-09-06,
TXN0020095,Partially Reconciled,,2024-03-15,,
TXN0020096,Partially Reconciled,PO0056100,2023-09-23,2024-05-11,
TXN0020097,Pending Reconciliation,,,,Missing supporting documents
TXN0020098,Unreconciled,,,2025-10-27,Amount mismatch
TXN0020099,Reconciled,PO0055194,2023-08-13,2023-07-30,
TXN0020100,Partially Reconciled,,2025-11-03,2023-03-28,
TXN0020101,Partially Reconciled,PO0088074,2023-04-04,,
TXN0020102,Reconciled,,2023-12-30,2025-12-29,
TXN0020103,Partially Reconciled,PO0068462,2023-09-14,2023-03-12,
TXN0020104,Reconciled,PO0082659,2024-04-24,2025-10-26,
TXN0020105,Pending Reconciliation,,,,Missing supporting documents
TXN0020106,Partially Reconciled,,2024-05-04,2023-01-27,
TXN0020107,Partially Reconciled,PO0054544,2023-11-29,2024-04-03,
TXN0020108,Reconciled,,2025-05-30,,
TXN0020109,Unreconciled,,,2025-07-04,Missing supporting documents
TXN0020110,Reconciled,PO0060535,2024-04-14,,
TXN0020111,Reconciled,,2023-04-03,,
TXN0020112,Reconciled,,2024-06-29,2023-04-09,
TXN0020113,Reconciled,PO0033102,2025-11-08,,
TXN0020114,Partially Reconciled,,2024-03-08,,
TXN0020115,Unreconciled,,,2023-12-17,Amount mismatch
TXN0020116,Reconciled,PO0061144,2024-08-18,,
TXN0020117,Reconciled,PO0016851,2024-12-07,2024-02-11,
TXN0020118,Partially Reconciled,,2024-10-09,,
TXN0020119,Reconciled,PO0058817,2025-08-17,,
TXN0020120,Reconciled,,2024-12-01,2024-09-12,
TXN0020121,Unreconciled,,,,Pending bank confirmation
TXN0020122,Partially Reconciled,,2023-06-05,2025-11-21,
TXN0020123,Reconciled,,2023-04-11,2024-12-26,
TXN0020124,Partially Reconciled,,2025-07-21,2023-11-25,
TXN0020125,Reconciled,,2023-03-29,2025-08-10,
TXN0020126,Reconciled,PO0023877,2024-11-04,,
TXN0020127,Partially Reconciled,PO0073560,2023-08-06,,
TXN0020128,Reconciled,,2025-03-10,2024-02-26,
TXN0020129,Partially Reconciled,,2024-11-30,,
TXN0020130,Partially Reconciled,,2023-07-03,2025-08-10,
TXN0020131,Partially Reconciled,,2023-11-04,,
TXN0020132,Reconciled,,2023-06-05,,
TXN0020133,Reconciled,PO0086512,2025-08-15,2023-01-25,
TXN0020134,Reconciled,,2025-01-20,,
TXN0020135,Pending Reconciliation,,,2023-07-07,Pending bank confirmation
TXN0020136,Reconciled,,2025-04-11,2024-03-05,
TXN0020137,Reconciled,PO0067914,2025-03-26,,
TXN0020138,Partially Reconciled,PO0023731,2025-06-03,,
TXN0020139,Reconciled,PO0023900,2025-10-04,,
TXN0020140,Unreconciled,,,2023-07-14,Pending bank confirmation
TXN0020141,Pending Reconciliation,,,,
TXN0020142,Reconciled,,2023-05-07,,
TXN0020143,Pending Reconciliation,,,,Pending bank confirmation
TXN0020144,Partially Reconciled,PO0032966,2023-01-22,2023-06-19,
TXN0020145,Partially Reconciled,PO0045170,2023-06-07,,
TXN0020146,Partially Reconciled,PO0015446,2023-10-24,,
TXN0020147,Reconciled,PO0036002,2025-02-28,2025-03-04,
TXN0020148,Reconciled,,2023-01-03,2024-02-19,
TXN0020149,Reconciled,PO0020443,2023-06-03,2025-05-18,
TXN0020150,Reconciled,PO0005020,2023-06-02,,
TXN0020151,Partially Reconciled,PO0014968,2025-06-10,,
TXN0020152,Partially Reconciled,PO0016654,2023-06-11,,
TXN0020153,Partially Reconciled,,2024-10-09,2025-11-08,
TXN0020154,Reconciled,PO0004416,2023-09-22,2025-04-20,
TXN0020155,Reconciled,PO0088947,2024-12-30,,
TXN0020156,Reconciled,PO0010243,2025-02-01,,
TXN0020157,Partially Reconciled,PO0001398,2024-05-19,2025-07-10,
TXN0020158,Reconciled,,2025-03-29,2024-09-29,
TXN0020159,Reconciled,PO0051491,2023-10-28,,
TXN0020160,Unreconciled,,,2023-08-02,
TXN0020161,Unreconciled,,,,
TXN0020162,Reconciled,PO0043607,2025-12-15,2023-12-16,
TXN0020163,Pending Reconciliation,,,,Missing supporting documents
TXN0020164,Pending Reconciliation,,,2024-03-06,Missing supporting documents
TXN0020165,Reconciled,PO0069820,2023-04-23,2024-08-12,
TXN0020166,Partially Reconciled,PO0024385,2025-03-15,2024-09-14,
TXN0020167,Reconciled,,2024-04-10,2024-07-23,
TXN0020168,Unreconciled,,,2025-05-19,Awaiting vendor documentation
TXN0020169,Reconciled,PO0045697,2025-07-21,2023-03-10,
TXN0020170,Reconciled,PO0037825,2023-05-10,2025-08-01,
TXN0020171,Pending Reconciliation,,,2024-12-25,Awaiting vendor documentation
TXN0020172,Reconciled,,2025-04-12,,
TXN0020173,Reconciled,PO0092624,2025-09-22,,
TXN0020174,Reconciled,PO0092444,2025-09-19,2024-06-27,
TXN0020175,Partially Reconciled,,2024-11-23,,
TXN0020176,Reconciled,PO0039303,2024-03-03,2025-02-10,
TXN0020177,Partially Reconciled,PO0053955,2024-12-28,,
TXN0020178,Partially Reconciled,PO0043738,2025-02-01,,
TXN0020179,Reconciled,,2023-02-01,2025-03-30,
TXN0020180,Reconciled,,2025-11-10,,
TXN0020181,Partially Reconciled,PO0081368,2024-07-07,,
TXN0020182,Reconciled,PO0056720,2023-02-18,2024-11-06,
TXN0020183,Pending Reconciliation,,,,
TXN0020184,Pending Reconciliation,,,2024-08-28,Awaiting vendor documentation
TXN0020185,Unreconciled,,,2025-06-20,
TXN0020186,Reconciled,PO0086917,2023-07-06,2023-02-16,
TXN0020187,Pending Reconciliation,,,,Amount mismatch
TXN0020188,Partially Reconciled,,2024-05-26,2025-09-14,
TXN0020189,Reconciled,PO0044047,2023-07-07,2025-04-22,
TXN0020190,Reconciled,,2025-12-13,2024-10-23,
TXN0020191,Partially Reconciled,PO0015667,2025-11-21,,
TXN0020192,Partially Reconciled,,2025-05-11,2024-06-20,
TXN0020193,Reconciled,PO0018512,2024-06-06,,
TXN0020194,Unreconciled,,,2024-02-01,Amount mismatch
TXN0020195,Unreconciled,,,2024-09-20,Awaiting vendor documentation
TXN0020196,Reconciled,PO0018663,2023-01-18,2023-04-01,
TXN0020197,Reconciled,,2023-05-17,2024-04-23,
TXN0020198,Pending Reconciliation,,,,Missing supporting documents
TXN0020199,Partially Reconciled,,2024-06-05,,
TXN0020200,Reconciled,,2023-03-21,2025-07-08,
TXN0020201,Reconciled,,2025-03-12,2025-03-14,
TXN0020202,Reconciled,PO0026029,2024-07-06,,
TXN0020203,Partially Reconciled,PO0047578,2025-08-14,2023-08-17,
TXN0020204,Partially Reconciled,PO0008914,2023-02-24,2024-09-20,
TXN0020205,Partially Reconciled,,2024-09-12,,
TXN0020206,Reconciled,PO0017975,2024-04-18,2025-10-23,
TXN0020207,Reconciled,PO0047632,2024-08-30,,
TXN0020208,Reconciled,PO0057755,2025-09-22,,
TXN0020209,Reconciled,,2023-08-24,2024-05-16,
TXN0020210,Pending Reconciliation,,,2023-03-17,
TXN0020211,Pending Reconciliation,,,,Awaiting vendor documentation
TXN0020212,Unreconciled,,,2023-02-21,Amount mismatch
TXN0020213,Partially Reconciled,,2024-02-09,,
TXN0020214,Reconciled,,2024-06-30,2024-05-09,
TXN0020215,Reconciled,PO0061905,2024-10-22,2025-05-06,
TXN0020216,Partially Reconciled,PO0071641,2023-06-06,2023-09-05,
TXN0020217,Reconciled,,2023-02-06,2023-04-17,
TXN0020218,Pending Reconciliation,,,2024-07-30,Missing supporting documents
TXN0020219,Reconciled,,2023-04-02,2025-04-05,
TXN0020220,Reconciled,,2025-04-12,,
TXN0020221,Unreconciled,,,,Amount mismatch
TXN0020222,Reconciled,PO0058449,2024-09-27,2025-01-14,
TXN0020223,Partially Reconciled,,2023-05-29,,
TXN0020224,Reconciled,PO0036330,2023-03-23,,
TXN0020225,Reconciled,,2024-06-02,,
TXN0020226,Reconciled,,2023-07-22,,
TXN0020227,Partially Reconciled,PO0042425,2025-12-10,2023-07-14,
TXN0020228,Partially Reconciled,,2025-02-11,,
TXN0020229,Reconciled,,2024-03-08,,
TXN0020230,Unreconciled,,,2024-09-07,Amount mismatch
TXN0020231,Partially Reconciled,PO0039154,2023-11-12,,
TXN0020232,Unreconciled,,,2023-01-21,Awaiting vendor documentation
TXN0020233,Reconciled,,2023-05-09,,
TXN0020234,Unreconciled,,,,Amount mismatch
TXN0020235,Reconciled,PO0075683,2023-05-06,2025-10-12,
TXN0020236,Reconciled,PO0097508,2024-05-22,2025-03-05,
TXN0020237,Pending Reconciliation,,,2025-01-18,Missing supporting documents
TXN0020238,Pending Reconciliation,,,2023-11-05,
TXN0020239,Unreconciled,,,,Amount mismatch
TXN0020240,Partially Reconciled,,2023-03-19,,
TXN0020241,Pending Reconciliation,,,2023-04-18,
TXN0020242,Partially Reconciled,PO0083874,2024-05-08,2023-12-16,
TXN0020243,Reconciled,,2023-04-02,,
TXN0020244,Partially Reconciled,PO0093849,2024-08-29,,
TXN0020245,Reconciled,,2023-04-06,2024-10-24,
TXN0020246,Unreconciled,,,,Missing supporting documents
TXN0020247,Unreconciled,,,2023-07-19,
TXN0020248,Reconciled,PO0014604,2023-07-05,2025-04-25,
TXN0020249,Reconciled,PO0056282,2025-03-19,2023-03-07,
TXN0020250,Reconciled,PO0092660,2024-10-18,2023-05-30,
TXN0020251,Reconciled,,2023-12-10,,
TXN0020252,Reconciled,PO0004862,2025-06-11,2024-09-20,
TXN0020253,Reconciled,,2024-04-19,2024-07-21,
TXN0020254,Pending Reconciliation,,,2024-03-01,
TXN0020255,Reconciled,,2023-10-20,2025-06-03,
TXN0020256,Reconciled,PO0032947,2023-07-13,2024-05-13,
TXN0020257,Partially Reconciled,PO0089511,2023-04-05,,
TXN0020258,Reconciled,,2023-11-07,2023-02-28,
TXN0020259,Partially Reconciled,PO0032104,2025-10-12,2025-08-07,
TXN0020260,Partially Reconciled,PO0008764,2024-10-31,,
TXN0020261,Reconciled,,2024-10-03,2024-04-02,
TXN0020262,Pending Reconciliation,,,2024-09-23,Amount mismatch
TXN0020263,Reconciled,,2023-10-04,2023-07-26,
TXN0020264,Reconciled,,2024-05-12,2024-11-17,
TXN0020265,Partially Reconciled,PO0048899,2023-01-06,,
TXN0020266,Reconciled,PO0004435,2023-01-03,,
TXN0020267,Reconciled,,2025-07-19,2023-03-11,
TXN0020268,Unreconciled,,,2024-10-01,Missing supporting documents
TXN0020269,Partially Reconciled,PO0079774,2024-01-04,,
TXN0020270,Reconciled,,2025-07-29,2024-05-08,
TXN0020271,Reconciled,,2024-09-05,2024-06-04,
TXN0020272,Reconciled,,2023-05-03,,
TXN0020273,Reconciled,PO0065893,2024-08-27,,
TXN0020274,Reconciled,PO0005038,2024-11-18,2025-11-23,
TXN0020275,Partially Reconciled,PO0055847,2024-09-24,,
TXN0020276,Pending Reconciliation,,,,Missing supporting documents
TXN0020277,Reconciled,PO0034817,2023-05-08,2023-12-11,
TXN0020278,Partially Reconciled,,2023-04-05,2024-04-06,
TXN0020279,Partially Reconciled,PO0033944,2025-05-28,2025-03-07,
TXN0020280,Unreconciled,,,2024-11-05,Awaiting vendor documentation
TXN0020281,Partially Reconciled,,2024-06-20,2024-04-16,
TXN0020282,Unreconciled,,,2025-10-01,
TXN0020283,Unreconciled,,,2023-10-18,Amount mismatch
TXN0020284,Unreconciled,,,2025-11-17,Awaiting vendor documentation
TXN0020285,Reconciled,PO0028692,2025-07-14,,
TXN0020286,Reconciled,PO0023632,2024-08-19,,
TXN0020287,Unreconciled,,,,
TXN0020288,Reconciled,,2024-04-14,2023-09-11,
TXN0020289,Reconciled,PO0042539,2025-01-15,2024-10-28,
TXN0020290,Pending Reconciliation,,,,
TXN0020291,Partially Reconciled,PO0076234,2024-06-13,2023-12-17,
TXN0020292,Partially Reconciled,,2025-08-19,2023-04-20,
TXN0020293,Pending Reconciliation,,,,Missing supporting documents
TXN0020294,Reconciled,PO0052049,2024-07-29,,
TXN0020295,Reconciled,PO0036651,2023-09-18,,
TXN0020296,Reconciled,PO0000508,2023-08-03,,
TXN0020297,Unreconciled,,,2024-09-08,Missing supporting documents
TXN0020298,Unreconciled,,,2024-12-12,Missing supporting documents
TXN0020299,Reconciled,PO0079696,2023-09-21,2023-04-07,
TXN0020300,Partially Reconciled,PO0077358,2023-09-11,2024-07-16,
TXN0020301,Reconciled,,2025-12-25,2025-10-15,
TXN0020302,Reconciled,,2024-06-20,,
TXN0020303,Unreconciled,,,,
TXN0020304,Partially Reconciled,PO0007779,2025-08-23,2023-04-13,
TXN0020305,Reconciled,,2023-08-31,,
TXN0020306,Partially Reconciled,PO0026669,2023-12-15,2023-05-02,
TXN0020307,Reconciled,,2023-05-09,2025-11-29,
TXN0020308,Reconciled,,2025-03-13,2024-02-10,
TXN0020309,Partially Reconciled,,2024-09-13,2024-10-28,
TXN0020310,Reconciled,,2024-09-01,2024-07-23,
TXN0020311,Unreconciled,,,2025-11-06,
TXN0020312,Reconciled,PO0011614,2024-01-12,2024-12-12,
TXN0020313,Partially Reconciled,PO0006853,2025-04-12,,
TXN0020314,Reconciled,PO0019420,2023-11-22,,
TXN0020315,Partially Reconciled,PO0053454,2024-07-03,2024-09-05,
TXN0020316,Reconciled,,2023-02-21,,
TXN0020317,Partially Reconciled,PO0043737,2024-06-18,2024-01-04,
TXN0020318,Pending Reconciliation,,,2025-11-07,Missing supporting documents
TXN0020319,Reconciled,,2025-12-09,,
TXN0020320,Reconciled,PO0081284,2024-04-30,2025-10-05,
TXN0020321,Reconciled,,2024-04-28,2024-05-09,
TXN0020322,Reconciled,PO0085097,2024-09-16,2025-01-04,
TXN0020323,Reconciled,PO0066341,2024-05-19,2023-05-07,
TXN0020324,Unreconciled,,,,Amount mismatch
TXN0020325,Partially Reconciled,,2025-07-08,,
TXN0020326,Pending Reconciliation,,,,Amount mismatch
TXN0020327,Reconciled,,2025-07-20,2025-04-20,
TXN0020328,Reconciled,PO0069593,2025-11-27,,
TXN0020329,Partially Reconciled,PO0061920,2025-06-28,2023-05-02,
TXN0020330,Partially Reconciled,,2025-12-19,,
TXN0020331,Reconciled,,2023-06-30,,
TXN0020332,Partially Reconciled,PO0030443,2024-12-22,,
TXN0020333,Partially Reconciled,PO0056528,2023-02-08,2025-03-15,
TXN0020334,Unreconciled,,,2024-01-25,Pending bank confirmation
TXN0020335,Reconciled,PO0082575,2023-10-04,,
TXN0020336,Unreconciled,,,2023-11-25,Awaiting vendor documentation
TXN0020337,Reconciled,PO0028586,2024-08-18,2024-03-20,
TXN0020338,Reconciled,,2025-11-22,2024-06-03,
TXN0020339,Partially Reconciled,,2023-11-23,,
TXN0020340,Partially Reconciled,PO0096471,2024-02-25,,
TXN0020341,Partially Reconciled,PO0049869,2024-06-26,2023-10-04,
TXN0020342,Reconciled,PO0086344,2024-03-24,,
TXN0020343,Reconciled,PO0058333,2025-09-16,2023-03-02,
TXN0020344,Partially Reconciled,PO0068405,2023-08-25,,
TXN0020345,Reconciled,PO0098201,2024-12-18,2024-04-18,
TXN0020346,Partially Reconciled,PO0041281,2024-01-08,2025-01-02,
TXN0020347,Reconciled,,2023-10-24,,
TXN0020348,Reconciled,PO0034848,2023-06-21,,
TXN0020349,Reconciled,PO0071887,2025-12-14,2023-05-16,
TXN0020350,Reconciled,,2025-02-01,2024-10-21,
TXN0020351,Unreconciled,,,2024-06-24,Awaiting vendor documentation
TXN0020352,Reconciled,PO0078788,2024-02-20,2024-09-29,
TXN0020353,Reconciled,PO0091160,2025-03-20,,
TXN0020354,Reconciled,PO0045227,2023-04-08,2024-07-13,
TXN0020355,Reconciled,PO0071412,2025-07-27,2023-12-28,
TXN0020356,Reconciled,,2025-09-20,2023-03-04,
TXN0020357,Reconciled,PO0059501,2025-07-18,,
TXN0020358,Reconciled,PO0042284,2024-12-03,,
TXN0020359,Partially Reconciled,PO0016836,2025-07-21,,
TXN0020360,Reconciled,PO0083229,2023-07-11,,
TXN0020361,Partially Reconciled,PO0088949,2023-03-04,,
TXN0020362,Unreconciled,,,2023-03-23,Amount mismatch
TXN0020363,Reconciled,,2025-10-04,2024-08-02,
TXN0020364,Reconciled,,2024-04-23,,
TXN0020365,Unreconciled,,,2023-12-21,Missing supporting documents
TXN0020366,Pending Reconciliation,,,,Pending bank confirmation
TXN0020367,Partially Reconciled,PO0074896,2023-06-23,2023-01-26,
TXN0020368,Partially Reconciled,,2025-04-01,,
TXN0020369,Partially Reconciled,PO0050412,2025-12-27,2025-08-31,
TXN0020370,Reconciled,PO0044584,2025-11-02,2023-05-17,
TXN0020371,Partially Reconciled,,2024-09-21,,
TXN0020372,Reconciled,PO0006873,2024-06-03,,
TXN0020373,Reconciled,PO0034872,2023-07-26,,
TXN0020374,Partially Reconciled,,2023-02-16,,
TXN0020375,Unreconciled,,,2024-03-22,Awaiting vendor documentation
TXN0020376,Partially Reconciled,PO0001740,2023-11-03,2024-11-25,
TXN0020377,Reconciled,,2024-11-30,2024-09-16,
TXN0020378,Unreconciled,,,,Missing supporting documents
TXN0020379,Reconciled,PO0071964,2025-12-15,2025-07-13,
TXN0020380,Partially Reconciled,PO0011648,2023-05-31,2025-05-08,
TXN0020381,Unreconciled,,,2023-11-03,
TXN0020382,Reconciled,PO0058183,2023-12-09,2023-03-31,
TXN0020383,Reconciled,PO0070677,2023-09-01,2025-04-28,
TXN0020384,Pending Reconciliation,,,2023-03-04,Pending bank confirmation
TXN0020385,Reconciled,,2025-08-07,2024-04-02,
TXN0020386,Pending Reconciliation,,,2024-01-18,Missing supporting documents
TXN0020387,Pending Reconciliation,,,2025-10-11,
TXN0020388,Reconciled,PO0032095,2025-12-20,,
TXN0020389,Reconciled,,2024-05-12,,
TXN0020390,Partially Reconciled,PO0036069,2024-02-27,2025-07-23,
TXN0020391,Partially Reconciled,,2025-09-17,2024-12-22,
TXN0020392,Reconciled,PO0054387,2024-01-17,,
TXN0020393,Reconciled,PO0008272,2024-08-09,2025-01-26,
TXN0020394,Reconciled,,2024-08-24,,
TXN0020395,Unreconciled,,,2024-03-19,Amount mismatch
TXN0020396,Unreconciled,,,2023-02-21,Amount mismatch
TXN0020397,Partially Reconciled,,2025-02-12,2025-12-09,
TXN0020398,Reconciled,,2024-03-16,,
TXN0020399,Reconciled,PO0000778,2023-02-21,2025-01-07,
TXN0020400,Reconciled,PO0073224,2025-12-05,2025-12-08,
TXN0020401,Unreconciled,,,2025-11-27,Awaiting vendor documentation
TXN0020402,Reconciled,PO0048809,2024-10-24,2023-01-29,
TXN0020403,Reconciled,PO0007198,2025-11-15,2024-08-16,
TXN0020404,Reconciled,PO0053144,2025-12-11,,
TXN0020405,Pending Reconciliation,,,2025-11-10,Awaiting vendor documentation
TXN0020406,Pending Reconciliation,,,2023-10-13,Amount mismatch
TXN0020407,Reconciled,PO0083418,2024-01-17,2024-03-10,
TXN0020408,Unreconciled,,,2023-04-05,
TXN0020409,Partially Reconciled,PO0015497,2025-06-25,2025-12-23,
TXN0020410,Reconciled,,2024-04-24,,
TXN0020411,Reconciled,PO0069560,2025-09-25,,
TXN0020412,Partially Reconciled,,2024-11-14,2024-11-12,
TXN0020413,Partially Reconciled,,2023-10-13,,
TXN0020414,Partially Reconciled,PO0051892,2025-05-05,2023-05-13,
TXN0020415,Partially Reconciled,,2024-03-11,2023-12-29,
TXN0020416,Partially Reconciled,PO0021178,2024-01-03,,
TXN0020417,Reconciled,PO0041892,2024-06-06,,
TXN0020418,Reconciled,,2023-05-07,2024-05-21,
TXN0020419,Pending Reconciliation,,,,
TXN0020420,Reconciled,PO0048960,2024-10-12,,
TXN0020421,Reconciled,PO0069364,2023-07-06,2023-09-29,
TXN0020422,Partially Reconciled,PO0053120,2023-01-31,,
TXN0020423,Reconciled,PO0066289,2024-05-15,2024-03-05,
TXN0020424,Reconciled,,2024-08-28,,
TXN0020425,Unreconciled,,,2023-01-25,Missing supporting documents
TXN0020426,Unreconciled,,,2025-06-11,Missing supporting documents
TXN0020427,Partially Reconciled,,2023-11-16,,
TXN0020428,Reconciled,PO0023852,2023-02-26,2025-09-24,
TXN0020429,Partially Reconciled,PO0046045,2024-05-04,2024-09-01,
TXN0020430,Partially Reconciled,,2025-06-27,,
TXN0020431,Unreconciled,,,2025-03-18,Pending bank confirmation
TXN0020432,Partially Reconciled,,2023-06-21,,
TXN0020433,Reconciled,,2024-05-04,,
TXN0020434,Partially Reconciled,,2025-07-26,,
TXN0020435,Reconciled,PO0087933,2023-11-17,2023-10-26,
TXN0020436,Partially Reconciled,PO0072872,2025-07-06,2025-10-06,
TXN0020437,Reconciled,,2024-10-13,2024-11-07,
TXN0020438,Reconciled,PO0055498,2023-02-12,2024-02-24,
TXN0020439,Partially Reconciled,,2023-03-30,2023-05-09,
TXN0020440,Reconciled,,2025-08-20,2025-06-23,
TXN0020441,Unreconciled,,,,
TXN0020442,Reconciled,,2025-01-04,2024-07-25,
TXN0020443,Pending Reconciliation,,,,Missing supporting documents
TXN0020444,Reconciled,PO0010166,2024-09-16,,
TXN0020445,Partially Reconciled,PO0023424,2025-08-04,2024-01-21,
TXN0020446,Reconciled,PO0034309,2023-06-20,,
TXN0020447,Reconciled,PO0003485,2024-03-23,,
TXN0020448,Unreconciled,,,2024-02-07,
TXN0020449,Reconciled,,2024-01-26,2024-03-19,
TXN0020450,Pending Reconciliation,,,,Missing supporting documents
TXN0020451,Reconciled,PO0083202,2023-07-31,,
